energy_kev,energy_bin_start_kev,energy_bin_end_kev,ne_bin_0,ne_bin_1,ne_bin_2,ne_bin_3,ne_bin_4,ne_bin_5,ne_bin_6,ne_bin_7,ne_bin_8,ne_bin_9,ne_bin_10,ne_bin_11,ne_bin_12,ne_bin_13,ne_bin_14,ne_bin_15,ne_bin_16,ne_bin_17,ne_bin_18,ne_bin_19,ne_bin_20,ne_bin_21,ne_bin_22,ne_bin_23,ne_bin_24,ne_bin_25,ne_bin_26,ne_bin_27,ne_bin_28,ne_bin_29,ne_bin_30,ne_bin_31,ne_bin_32,ne_bin_33,ne_bin_34,ne_bin_35,ne_bin_36,ne_bin_37,ne_bin_38,ne_bin_39,ne_bin_40,ne_bin_41,ne_bin_42,ne_bin_43,ne_bin_44,ne_bin_45,ne_bin_46,ne_bin_47,ne_bin_48,ne_bin_49,ne_bin_50,ne_bin_51,ne_bin_52,ne_bin_53,ne_bin_54,ne_bin_55,ne_bin_56,ne_bin_57,ne_bin_58,ne_bin_59,ne_bin_60,ne_bin_61,ne_bin_62,ne_bin_63,ne_bin_64,ne_bin_65,ne_bin_66,ne_bin_67,ne_bin_68,ne_bin_69,ne_bin_70,ne_bin_71,ne_bin_72,ne_bin_73,ne_bin_74,ne_bin_75,ne_bin_76,ne_bin_77,ne_bin_78,ne_bin_79,ne_bin_80,ne_bin_81,ne_bin_82,ne_bin_83,ne_bin_84,ne_bin_85,ne_bin_86,ne_bin_87,ne_bin_88,ne_bin_89,ne_bin_90,ne_bin_91,ne_bin_92,ne_bin_93,ne_bin_94,ne_bin_95,ne_bin_96,ne_bin_97,ne_bin_98,ne_bin_99,ne_bin_100,ne_bin_101,ne_bin_102,ne_bin_103,ne_bin_104,ne_bin_105,ne_bin_106,ne_bin_107,ne_bin_108,ne_bin_109,ne_bin_110,ne_bin_111,ne_bin_112,ne_bin_113,ne_bin_114,ne_bin_115,ne_bin_116,ne_bin_117,ne_bin_118,ne_bin_119,ne_bin_120,ne_bin_121,ne_bin_122,ne_bin_123,ne_bin_124,ne_bin_125,ne_bin_126,ne_bin_127,ne_bin_128,ne_bin_129,ne_bin_130,ne_bin_131,ne_bin_132,ne_bin_133,ne_bin_134,ne_bin_135,ne_bin_136,ne_bin_137,ne_bin_138,ne_bin_139,ne_bin_140,ne_bin_141,ne_bin_142,ne_bin_143,ne_bin_144,ne_bin_145,ne_bin_146,ne_bin_147,ne_bin_148,ne_bin_149,ne_bin_150,ne_bin_151,ne_bin_152,ne_bin_153,ne_bin_154,ne_bin_155,ne_bin_156,ne_bin_157,ne_bin_158,ne_bin_159,ne_bin_160,ne_bin_161,ne_bin_162,ne_bin_163,ne_bin_164,ne_bin_165,ne_bin_166,ne_bin_167,ne_bin_168,ne_bin_169,ne_bin_170,ne_bin_171,ne_bin_172,ne_bin_173,ne_bin_174,ne_bin_175,ne_bin_176,ne_bin_177,ne_bin_178,ne_bin_179,ne_bin_180,ne_bin_181,ne_bin_182,ne_bin_183,ne_bin_184,ne_bin_185,ne_bin_186,ne_bin_187,ne_bin_188,ne_bin_189,ne_bin_190,ne_bin_191,ne_bin_192,ne_bin_193,ne_bin_194,ne_bin_195,ne_bin_196,ne_bin_197,ne_bin_198,ne_bin_199
9.25,9.2,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000119947,0,0,0,0,0.000119947,0,0,0.000239894,0.000119947,0.000119947,0.000359842,0.000239894,0.000359842,0.000359842,0.00131942,0.00131942,0.000959578,0.00299868,0.00323858,0.00335852,0.00299868,0.00491784,0.00443805,0.00803646,0.00959578,0.0100756,0.00923594,0.011395,0.0146336,0.0152333,0.0139139,0.0166727,0.0185918,0.020511,0.0209908,0.0247091,0.0206309,0.0257887,0.0247091,0.0253089,0.0244692,0.0284275,0.0326256,0.0290272,0.029627,0.0268682,0.0286674,0.0254288,0.0281876,0.0267482,0.0247091,0.02267,0.0239894,0.0239894,0.0201511,0.0211107,0.0225501,0.0199112,0.0176322,0.0189517,0.0157131,0.0169126,0.0137939,0.0137939,0.00995562,0.0118748,0.0106753,0.0110351,0.00983567,0.00947583,0.00539763,0.00611731,0.00683699,0.0043181,0.0043181,0.00467794,0.00407821,0.00263884,0.00347847,0.00299868,0.00275879,0.00179921,0.00167926,0.00167926,0.00155931,0.00143937,0.00131942,0.000959578,0.000839631,0.000719683,0.000479789,0.000599736,0.000839631,0.000239894,0.000119947,0.000479789,0,0.000119947,0.000239894,0.000119947,0.000239894,0,0.000119947,0.000119947,0,0,0,0,0,0.000119947,0,0,0,0,0,0,0,0,0,0,0.000119947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.35,9.3,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000120656,0.000120656,0,0,0,0,0,0.000241313,0.000120656,0,0.000241313,0.000482625,0.000120656,0.000723938,0.000965251,0.00156853,0.00132722,0.00156853,0.000965251,0.00168919,0.00410232,0.00325772,0.0047056,0.00639479,0.00567085,0.00760135,0.00760135,0.0103764,0.0118243,0.0124276,0.0141168,0.0167712,0.0194257,0.0155647,0.0212355,0.0199083,0.0203909,0.0240106,0.0232867,0.0241313,0.0290782,0.027389,0.0272683,0.0265444,0.0293195,0.0236486,0.027389,0.0254585,0.0326979,0.0279923,0.0263031,0.0271477,0.0242519,0.0240106,0.0249759,0.0237693,0.0207529,0.0206322,0.0203909,0.0171332,0.0166506,0.0178571,0.0142375,0.0130309,0.0144788,0.0147201,0.0106178,0.0103764,0.0114624,0.00953185,0.00844595,0.00868726,0.00579151,0.00796332,0.00530888,0.00494691,0.00398166,0.00410232,0.00361969,0.00374035,0.00241313,0.00289575,0.00156853,0.00265444,0.00205116,0.00132722,0.00144788,0.000603282,0.000603282,0.00120656,0.000844595,0.00120656,0.000361969,0.000482625,0.000120656,0.000361969,0.000241313,0,0.000241313,0,0.000241313,0,0.000120656,0,0.000120656,0.000120656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.45,9.4,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012025,0,0,0.00036075,0.00012025,0,0.0002405,0.00012025,0.00036075,0.0002405,0.000481,0.000601251,0.00132275,0.001443,0.002405,0.00300625,0.00252525,0.002886,0.00444925,0.00481,0.004329,0.00781626,0.00745551,0.00949976,0.00745551,0.013468,0.01443,0.0155123,0.0193603,0.0176768,0.020683,0.0194805,0.020683,0.0266955,0.023569,0.0222463,0.026936,0.026936,0.025974,0.0258538,0.0270563,0.0304233,0.029341,0.0324675,0.028379,0.0281385,0.027417,0.0248918,0.023569,0.0233285,0.022126,0.0244108,0.0200818,0.0205628,0.0183983,0.020683,0.021164,0.0170755,0.014911,0.0162338,0.0126263,0.01443,0.0121453,0.00937951,0.00949976,0.00974026,0.00781626,0.00769601,0.00769601,0.00805676,0.00481,0.00553151,0.00481,0.0031265,0.0040885,0.00324675,0.00324675,0.0026455,0.00228475,0.00156325,0.001924,0.00132275,0.0016835,0.00156325,0.0012025,0.000481,0.000841751,0.000601251,0.000601251,0.0002405,0.00036075,0.00036075,0.00036075,0.00036075,0.0002405,0,0.00012025,0.0002405,0.00012025,0.0002405,0,0.00012025,0.00012025,0,0,0,0,0.00012025,0.00012025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.55,9.5,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000119161,0.000119161,0,0.000119161,0.000476644,0.000714967,0.000476644,0.000476644,0.000357483,0.000476644,0.00154909,0.00178742,0.00226406,0.00202574,0.00309819,0.00464728,0.00548141,0.00631554,0.00500477,0.00679218,0.00905624,0.0119161,0.0114395,0.0135844,0.0154909,0.0152526,0.0183508,0.0206149,0.0162059,0.0201382,0.0228789,0.0238322,0.0228789,0.0243089,0.0252622,0.0271687,0.0272879,0.0271687,0.028837,0.0300286,0.0303861,0.0276454,0.0247855,0.0245472,0.0264538,0.0259771,0.0264538,0.0234747,0.0225214,0.0232364,0.0210915,0.021449,0.0212107,0.01704,0.0181125,0.0162059,0.0175167,0.0156101,0.0137035,0.0108437,0.0117969,0.010367,0.00929457,0.00750715,0.0085796,0.00798379,0.0064347,0.00691134,0.00476644,0.00560057,0.00488561,0.00321735,0.00285987,0.00297903,0.00309819,0.00333651,0.0021449,0.00202574,0.00178742,0.00202574,0.00131077,0.000476644,0.00142993,0.00131077,0.00107245,0.000714967,0.000714967,0.000476644,0.000357483,0.000357483,0.000238322,0.000714967,0,0.000357483,0.000238322,0.000119161,0,0,0,0,0,0,0.000119161,0.000119161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.65,9.6,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000119119,0,0,0.000119119,0.000119119,0.000238237,0.000357356,0.000119119,0.000238237,0,0.000476474,0.000714711,0.000952948,0.0013103,0.000476474,0.00273973,0.00214413,0.00297796,0.00357356,0.0045265,0.00559857,0.00619416,0.00595593,0.0077427,0.00941036,0.0101251,0.0108398,0.0127457,0.0146516,0.0158428,0.016081,0.0172722,0.0188207,0.0191781,0.0248958,0.0216796,0.022156,0.0244193,0.0268017,0.0259678,0.0263252,0.0278737,0.028112,0.0269208,0.0272781,0.0309708,0.0273973,0.0287076,0.0247767,0.0252531,0.0243002,0.022156,0.0220369,0.021084,0.0250149,0.0198928,0.020131,0.0185825,0.0200119,0.0144133,0.0152472,0.0159619,0.0135795,0.014056,0.0117927,0.0102442,0.0083383,0.00952948,0.010006,0.00702799,0.00726623,0.00678976,0.00536033,0.0051221,0.0051221,0.00536033,0.00285884,0.00381179,0.00262061,0.00250149,0.00226325,0.00154854,0.00273973,0.00142942,0.000952948,0.00119119,0.00107207,0.00107207,0.000357356,0.00083383,0.000595593,0.000952948,0.00083383,0.000476474,0.000357356,0.000357356,0.000476474,0.000119119,0.000119119,0.000119119,0.000238237,0.000119119,0.000119119,0.000119119,0,0,0,0,0,0.000119119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.75,9.7,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000606649,0.00024266,0.00012133,0.000727979,0.00133463,0.000727979,0.00109197,0.0012133,0.00181995,0.00218394,0.0032759,0.00363989,0.0044892,0.00558117,0.00594516,0.00667314,0.00788644,0.00764378,0.0105557,0.0116477,0.012861,0.0131036,0.0161369,0.0186848,0.0166222,0.0223247,0.022446,0.0237806,0.0241446,0.0270565,0.0256006,0.0252366,0.0262072,0.0262072,0.0265712,0.0305751,0.0269352,0.0296045,0.0304538,0.0258432,0.0275419,0.0206261,0.0262072,0.023902,0.022446,0.0215967,0.0215967,0.0215967,0.0212327,0.0188061,0.0185635,0.0189274,0.0174715,0.0158942,0.0132249,0.011769,0.0112837,0.0101917,0.00873574,0.00873574,0.00946372,0.00752245,0.00788644,0.00873574,0.00727979,0.00630915,0.00461053,0.00655181,0.00485319,0.00509585,0.00303324,0.00218394,0.00230527,0.0024266,0.00169862,0.00181995,0.00145596,0.000849308,0.00169862,0.000727979,0.000727979,0.000727979,0.000485319,0.000485319,0.000363989,0.000363989,0.00012133,0.00012133,0.00024266,0.000363989,0.00024266,0.00024266,0.00012133,0.00024266,0,0.00012133,0.00012133,0,0.00012133,0,0,0,0,0,0,0,0,0.00012133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.85,9.8,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000118723,0.000237445,0.000118723,0.000237445,0.000237445,0.000118723,0.000118723,0.000356168,0.000831058,0.00047489,0.00047489,0.00166212,0.00237445,0.00225573,0.00249317,0.00284934,0.00439273,0.00332423,0.00629229,0.00498635,0.00759824,0.0109225,0.0102101,0.011991,0.0127033,0.0125846,0.0138905,0.016265,0.0168586,0.0207764,0.0216075,0.0188769,0.0225573,0.0254066,0.0223198,0.026119,0.02695,0.02695,0.0267126,0.0258815,0.0278998,0.0268313,0.0276624,0.028256,0.0242194,0.0267126,0.0241007,0.0254066,0.0254066,0.0213701,0.0212513,0.0236258,0.020539,0.0208952,0.0161463,0.0180458,0.0187582,0.0181645,0.0151965,0.0134156,0.0137718,0.0118723,0.0102101,0.0116348,0.0108038,0.00807313,0.00783569,0.00712335,0.00819186,0.00724208,0.00712335,0.00451146,0.00308679,0.00356168,0.00391784,0.00201828,0.00273062,0.00201828,0.0026119,0.00225573,0.00213701,0.00178084,0.0010685,0.00094978,0.0010685,0.00178084,0.00118723,0.00094978,0.000118723,0.00047489,0.000593613,0.000356168,0.000237445,0.000118723,0.000118723,0.000237445,0.000118723,0.000356168,0.000356168,0.000118723,0,0,0,0.000118723,0,0,0,0,0.000118723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.95,9.9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000120467,0.000120467,0,0.000120467,0.000240935,0.000120467,0.00048187,0.000361402,0.000722804,0.000963739,0.00048187,0.000963739,0.00168654,0.00156608,0.00301169,0.00385496,0.00373449,0.00421636,0.00578244,0.00614384,0.0099988,0.00650524,0.00758945,0.0103602,0.0124081,0.0125286,0.014938,0.0171064,0.0169859,0.0173473,0.0218046,0.0213227,0.0240935,0.0232502,0.0243344,0.0259005,0.0232502,0.027828,0.0299964,0.0287917,0.0267438,0.0289122,0.0249368,0.0267438,0.0254186,0.0274666,0.0252982,0.0273461,0.0218046,0.0233707,0.0231297,0.0240935,0.0193953,0.0180701,0.016504,0.0187929,0.0171064,0.0155403,0.0130105,0.0156608,0.01289,0.0113239,0.0121672,0.0103602,0.0101193,0.00867365,0.011083,0.00963739,0.00770991,0.00469823,0.0051801,0.0051801,0.00409589,0.00421636,0.00337309,0.00265028,0.00204795,0.00337309,0.00385496,0.00204795,0.00289122,0.00180701,0.00132514,0.00132514,0.000722804,0.000963739,0.00144561,0.000361402,0.000963739,0.000843272,0.000120467,0.00048187,0,0.000240935,0.000120467,0,0.000240935,0.000240935,0.000120467,0.000120467,0.000120467,0,0,0,0.000120467,0.000240935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000120467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.05,10,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000238124,0,0.000238124,0.000476247,0.000238124,0.000357185,0.000238124,0.000833433,0.000833433,0.00130968,0.00190499,0.00178593,0.00261936,0.00273842,0.00392904,0.00452435,0.00535778,0.00571497,0.00511966,0.00821526,0.00773902,0.0108346,0.0117871,0.0125015,0.015359,0.0163115,0.0165496,0.017264,0.0183355,0.0204786,0.0196452,0.023098,0.0259555,0.0241695,0.0257173,0.0267889,0.0261936,0.025003,0.0257173,0.0258364,0.0276223,0.0264317,0.0238124,0.0278605,0.0248839,0.0258364,0.0244077,0.0244077,0.0241695,0.0228599,0.0216692,0.0188118,0.0190499,0.0176211,0.0160733,0.0159543,0.017264,0.0152399,0.0133349,0.0125015,0.011549,0.0109537,0.0116681,0.0101203,0.00964401,0.00916776,0.00571497,0.00738183,0.00678652,0.0055959,0.00488153,0.00750089,0.00357185,0.0025003,0.00369092,0.00297654,0.00309561,0.00178593,0.00214311,0.00238124,0.00285748,0.00142874,0.00202405,0.000833433,0.00130968,0.00107156,0.000595309,0.000714371,0.000357185,0.000714371,0.000357185,0.000238124,0.000595309,0.000357185,0.000357185,0.000238124,0.000238124,0.000238124,0.000238124,0.000119062,0,0,0.000238124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.15,10.1,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000119904,0,0.000119904,0.000119904,0.000239808,0,0.000239808,0,0.000239808,0.000119904,0.00059952,0.00059952,0.00059952,0.00059952,0.00143885,0.00227818,0.00311751,0.00191847,0.00359712,0.00443645,0.00563549,0.0057554,0.00659472,0.00611511,0.008753,0.00983213,0.00935252,0.0128297,0.0130695,0.0143885,0.014988,0.0169065,0.0189448,0.0203837,0.0230216,0.0197842,0.0226619,0.02494,0.0227818,0.0263789,0.0244604,0.0267386,0.0260192,0.0270983,0.0254197,0.0267386,0.0247002,0.0256595,0.0280576,0.02494,0.023741,0.026259,0.0258993,0.0230216,0.0227818,0.0196643,0.020024,0.0178657,0.0199041,0.0181055,0.0145084,0.0145084,0.0158273,0.0139089,0.013789,0.0118705,0.0115108,0.00923261,0.00923261,0.00779376,0.00755396,0.00707434,0.00731415,0.0057554,0.0059952,0.00467626,0.00371703,0.00347722,0.00395683,0.00383693,0.00275779,0.00311751,0.00263789,0.00143885,0.00203837,0.00131894,0.00191847,0.00107914,0.000839329,0.00059952,0.000839329,0.000839329,0.00059952,0.000359712,0.00059952,0.000359712,0.000119904,0.000359712,0.000239808,0.000119904,0.000479616,0.000359712,0.000239808,0,0.000119904,0.000119904,0,0.000119904,0.000119904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000119904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.25,10.2,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000119346,0,0,0,0,0,0,0,0.000119346,0.000119346,0.000358038,0.000358038,0.000835422,0.000835422,0.000358038,0.00107411,0.000835422,0.00131281,0.00322234,0.003103,0.00393842,0.00405776,0.00393842,0.00489319,0.00560926,0.00895095,0.00907029,0.00871226,0.0107411,0.0112185,0.0119346,0.0137248,0.0138441,0.0146796,0.018618,0.018618,0.0208855,0.0212436,0.0239885,0.0242272,0.0230338,0.0211242,0.0275689,0.0264948,0.0284043,0.0269722,0.0229144,0.0267335,0.0269722,0.0276883,0.0267335,0.0260174,0.0236305,0.0214823,0.0238692,0.0239885,0.0267335,0.0212436,0.0198114,0.0173052,0.0151569,0.0192147,0.015873,0.0146796,0.0164697,0.0152763,0.0119346,0.0132474,0.00990572,0.0118153,0.00930899,0.00847356,0.0088316,0.00763814,0.00739945,0.00644468,0.00513188,0.00465449,0.00405776,0.00393842,0.00548992,0.0044158,0.00417711,0.00298365,0.00179019,0.00202888,0.00167084,0.00226757,0.00131281,0.00179019,0.000954768,0.00107411,0.00131281,0.00059673,0.00059673,0.000835422,0.000238692,0.00059673,0.000119346,0,0,0.000238692,0.000238692,0.000119346,0.000119346,0.000238692,0,0.000358038,0,0.000119346,0.000119346,0.000238692,0.000119346,0,0.000119346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.35,10.3,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000121907,0,0,0,0.000121907,0.000121907,0,0.000243813,0.00036572,0.000487626,0.00073144,0.00036572,0.00170669,0.000853346,0.0018286,0.00158479,0.00146288,0.00243813,0.00268195,0.00329148,0.00390101,0.00451054,0.00585152,0.00621724,0.00828965,0.00816774,0.00841156,0.0113373,0.0101182,0.0124345,0.0135316,0.0149945,0.015604,0.018286,0.0223089,0.0202365,0.0219432,0.0238937,0.0226746,0.0231623,0.0251128,0.027429,0.0245032,0.0243813,0.0263318,0.02877,0.0312081,0.0291357,0.0266975,0.0238937,0.0276728,0.0210898,0.0236499,0.0236499,0.0249909,0.0251128,0.0207241,0.0202365,0.0187736,0.0174326,0.0164574,0.0191393,0.0145069,0.0153602,0.0113373,0.0142631,0.013044,0.0092649,0.009143,0.00865537,0.00755821,0.00670486,0.00841156,0.00585152,0.0054858,0.0054858,0.00512008,0.00585152,0.00316957,0.00219432,0.00268195,0.00341339,0.00231623,0.00280385,0.00134097,0.00207241,0.00158479,0.00073144,0.00121907,0.00158479,0.00109716,0.000243813,0.000853346,0.000609533,0.000853346,0.00036572,0.00073144,0.000487626,0.00036572,0.000243813,0,0.00036572,0.00036572,0.00036572,0.000121907,0.000121907,0.000243813,0,0,0.000121907,0.000121907,0.000121907,0.000121907,0,0,0,0,0,0,0.000121907,0,0.000121907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.45,10.4,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000119119,0,0,0,0,0.000238237,0,0.000238237,0.000357356,0,0.000357356,0.000119119,0.000119119,0.000595593,0.000476474,0.000714711,0.00119119,0.00142942,0.00226325,0.00166766,0.00345444,0.00285884,0.00428827,0.00607504,0.00536033,0.00619416,0.00607504,0.00786182,0.0102442,0.0114354,0.0119119,0.0111971,0.0162001,0.013103,0.0163192,0.018106,0.0184634,0.0189398,0.023109,0.0234663,0.0206075,0.023109,0.0273973,0.0246575,0.0270399,0.0232281,0.0254914,0.0277546,0.0275164,0.0264443,0.0266825,0.026087,0.0258487,0.023109,0.023109,0.0214413,0.0189398,0.0209649,0.0220369,0.0203693,0.021084,0.0185825,0.0172722,0.0156045,0.0166766,0.0148898,0.0127457,0.0145325,0.0104824,0.0123883,0.00893389,0.0108398,0.00821918,0.0083383,0.00655152,0.00976772,0.00655152,0.00726623,0.00631328,0.00571769,0.00405003,0.00476474,0.00381179,0.00333532,0.00357356,0.00333532,0.0019059,0.00214413,0.0019059,0.00166766,0.00178678,0.00083383,0.000952948,0.00083383,0.00083383,0.000714711,0.000357356,0.00107207,0.000714711,0.000476474,0.000119119,0.000238237,0.000238237,0.000357356,0.000119119,0,0.000119119,0.000238237,0.000238237,0,0.000119119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.55,10.5,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000120875,0,0.000120875,0.000120875,0.00024175,0.000120875,0,0.000362625,0.00024175,0.000846126,0.000362625,0.000967001,0.0014505,0.00265925,0.00253838,0.00302188,0.0024175,0.00495588,0.0043515,0.00471413,0.00616463,0.00652726,0.00894476,0.00918651,0.0113623,0.0134171,0.0132963,0.0151094,0.0136589,0.014505,0.0204279,0.0163181,0.0201861,0.0201861,0.0201861,0.0233289,0.0245377,0.0255047,0.0268343,0.0234498,0.0259882,0.0271969,0.028043,0.0242959,0.0252629,0.0262299,0.0240542,0.022241,0.0287683,0.022241,0.0226037,0.0244168,0.01934,0.0244168,0.0218784,0.0189774,0.0181313,0.0181313,0.0159555,0.0142633,0.0126919,0.0113623,0.0132963,0.0124501,0.0126919,0.0103953,0.00954914,0.0100326,0.0102744,0.00713163,0.00676901,0.00628551,0.00737338,0.00471413,0.00471413,0.0043515,0.00423063,0.00302188,0.00483501,0.00278013,0.00205488,0.00314275,0.00217575,0.00157138,0.00265925,0.00108788,0.00181313,0.000846126,0.00217575,0.0014505,0.00108788,0.000725251,0.000846126,0.00132963,0.000604376,0.000483501,0.00024175,0.00024175,0.00024175,0.000120875,0.00024175,0.000120875,0,0.000362625,0,0,0,0.000120875,0,0,0,0.000120875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.65,10.6,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000119717,0,0.000239435,0.000119717,0,0.000119717,0.000119717,0.000239435,0.000239435,0.000359152,0.000598587,0.000838022,0.00131689,0.000838022,0.00131689,0.00179576,0.0020352,0.00371124,0.00227463,0.00395068,0.00562672,0.00586616,0.00646474,0.00778164,0.00742248,0.00849994,0.0106549,0.0111337,0.0123309,0.0140069,0.0134084,0.0175985,0.0187956,0.0184365,0.0186759,0.0204717,0.0226266,0.0237041,0.0234646,0.0241829,0.028373,0.0246618,0.0277745,0.0274153,0.0245421,0.0278942,0.025859,0.0260984,0.0233449,0.025021,0.0262181,0.0239435,0.0215491,0.0223872,0.0209506,0.0192745,0.0229858,0.0213097,0.0183168,0.0174788,0.0174788,0.015683,0.0154436,0.0128098,0.0131689,0.011852,0.0102957,0.00945768,0.00969711,0.00838022,0.00933796,0.00766192,0.00706333,0.00586616,0.0075422,0.0047887,0.00430983,0.00538729,0.00407039,0.00359152,0.00347181,0.00430983,0.00347181,0.00215491,0.00191548,0.00239435,0.00155633,0.00131689,0.00131689,0.000718305,0.00095774,0.000359152,0.00107746,0.00095774,0.00047887,0.000359152,0.000718305,0.000239435,0.000359152,0.000119717,0,0.000119717,0.000239435,0.000239435,0,0.000119717,0.000119717,0.000119717,0,0,0,0,0.000119717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
